nivel_territorial_codigo;nivel_territorial_nome;territorio_codigo;territorio_nome;ano_codigo;ano_nome;variavel_codigo;variavel_nome;unidade;produto_codigo;produto_nome;valor
N6;Município;2300200;Acaraú - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2565
N6;Município;2300200;Acaraú - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3100
N6;Município;2300200;Acaraú - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2680
N6;Município;2300200;Acaraú - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2546
N6;Município;2300200;Acaraú - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2900
N6;Município;2300200;Acaraú - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2958
N6;Município;2300200;Acaraú - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2945
N6;Município;2300200;Acaraú - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2960
N6;Município;2300200;Acaraú - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3400
N6;Município;2300200;Acaraú - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3000
N6;Município;2300200;Acaraú - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2300
N6;Município;2300200;Acaraú - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2154
N6;Município;2300200;Acaraú - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2375
N6;Município;2300200;Acaraú - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2399
N6;Município;2300200;Acaraú - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2750
N6;Município;2300200;Acaraú - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3025
N6;Município;2300200;Acaraú - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2587
N6;Município;2300200;Acaraú - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2500
N6;Município;2300200;Acaraú - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3000
N6;Município;2300200;Acaraú - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3060
N6;Município;2300200;Acaraú - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3303
N6;Município;2300200;Acaraú - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);2120
